Date, Open , High , Low , Close ,Adj Close,Volume
2/23/2012,6.80,6.99,6.71,6.91,6.91,4102000.00
2/24/2012,6.85,6.90,6.65,6.75,6.75,4799500.00
2/27/2012,6.68,6.80,6.60,6.72,6.72,3030000.00
2/28/2012,6.73,6.89,6.63,6.76,6.76,3061000.00
2/29/2012,6.76,6.82,6.63,6.68,6.68,2678500.00
3/1/2012,6.70,6.90,6.66,6.88,6.88,3517500.00
3/2/2012,6.88,6.90,6.74,6.81,6.81,2750000.00
3/5/2012,6.87,6.88,6.69,6.75,6.75,2335000.00
3/6/2012,6.65,6.66,6.52,6.62,6.62,2869000.00
3/7/2012,6.62,6.66,6.58,6.62,6.62,1824500.00
3/8/2012,6.62,6.70,6.61,6.61,6.61,3166500.00
3/9/2012,6.64,7.06,6.64,6.95,6.95,7767000.00
3/12/2012,6.94,7.26,6.92,7.20,7.20,9816500.00
3/13/2012,7.30,7.32,7.10,7.22,7.22,5008000.00
3/14/2012,7.20,7.20,6.96,7.06,7.06,4257500.00
3/15/2012,7.06,7.10,6.96,7.00,7.00,2858000.00
3/16/2012,6.98,7.18,6.97,7.06,7.06,3646500.00
3/19/2012,7.05,7.06,6.91,7.00,7.00,5078000.00
3/20/2012,7.00,7.04,6.91,6.99,6.99,2835000.00
3/21/2012,6.99,7.06,6.92,7.03,7.03,3036000.00
3/22/2012,6.99,7.03,6.86,6.88,6.88,2612000.00
3/23/2012,6.85,6.93,6.63,6.82,6.82,5853000.00
3/26/2012,7.12,7.62,7.01,7.48,7.48,15702500.00
3/27/2012,7.43,7.99,7.41,7.59,7.59,12696000.00
3/28/2012,7.56,7.69,7.42,7.57,7.57,4775000.00
3/29/2012,7.64,7.64,7.41,7.47,7.47,3982000.00
3/30/2012,7.50,7.59,7.34,7.45,7.45,4432000.00
4/2/2012,7.47,7.59,7.31,7.32,7.32,5143000.00
4/3/2012,7.34,7.69,7.33,7.60,7.60,5490500.00
4/4/2012,7.05,7.10,6.94,7.00,7.00,22409000.00
4/5/2012,7.02,7.09,6.88,6.90,6.90,7547000.00
4/9/2012,6.82,6.86,6.62,6.63,6.63,8278500.00
4/10/2012,6.63,6.77,6.42,6.49,6.49,9238500.00
4/11/2012,6.65,6.66,6.40,6.62,6.62,5527500.00
4/12/2012,6.75,6.90,6.58,6.69,6.69,5169500.00
4/13/2012,6.79,6.81,6.57,6.72,6.72,3248000.00
4/16/2012,6.68,6.74,6.42,6.45,6.45,5498000.00
4/17/2012,6.49,6.61,6.41,6.45,6.45,5577500.00
4/18/2012,6.42,6.55,6.31,6.53,6.53,4115500.00
4/19/2012,6.55,6.69,6.50,6.63,6.63,3874500.00
4/20/2012,6.63,6.75,6.59,6.63,6.63,4109000.00
4/23/2012,6.57,6.59,6.34,6.39,6.39,4454000.00
4/24/2012,6.36,6.44,6.20,6.36,6.36,3372500.00
4/25/2012,6.41,6.60,6.41,6.58,6.58,3561000.00
4/26/2012,6.59,6.70,6.58,6.70,6.70,2126500.00
4/27/2012,6.72,6.73,6.58,6.67,6.67,2955000.00
4/30/2012,6.65,6.67,6.52,6.63,6.63,2069500.00
5/1/2012,6.63,6.84,6.63,6.76,6.76,3295000.00
5/2/2012,6.70,6.88,6.68,6.79,6.79,2486500.00
5/3/2012,6.78,6.80,6.43,6.49,6.49,4206500.00
5/4/2012,6.46,6.49,6.28,6.37,6.37,6237500.00
5/7/2012,6.39,6.52,6.32,6.49,6.49,5790000.00
5/8/2012,6.50,6.55,5.87,6.04,6.04,15486000.00
5/9/2012,6.06,6.15,5.95,6.01,6.01,9739500.00
5/10/2012,6.59,6.94,6.48,6.59,6.59,27781500.00
5/11/2012,6.50,6.69,6.43,6.45,6.45,6106500.00
5/14/2012,6.38,6.43,6.01,6.01,6.01,6904500.00
5/15/2012,6.05,6.19,5.84,5.89,5.89,7928500.00
5/16/2012,5.92,6.04,5.78,5.84,5.84,6285500.00
5/17/2012,5.86,5.96,5.65,5.71,5.71,5745000.00
5/18/2012,5.67,5.69,5.37,5.51,5.51,8082500.00
5/21/2012,5.52,5.85,5.42,5.75,5.75,7376000.00
5/22/2012,6.02,6.27,6.00,6.16,6.16,11831000.00
5/23/2012,6.11,6.21,5.90,6.20,6.20,6102000.00
5/24/2012,6.25,6.25,5.94,6.06,6.06,5378000.00
5/25/2012,6.03,6.08,5.84,5.96,5.96,3785000.00
5/29/2012,6.00,6.39,6.00,6.34,6.34,8250000.00
5/30/2012,6.22,6.28,6.05,6.08,6.08,6536000.00
5/31/2012,6.01,6.06,5.75,5.90,5.90,5593500.00
6/1/2012,5.71,5.83,5.55,5.63,5.63,4429000.00
6/4/2012,5.61,5.68,5.42,5.58,5.58,5154500.00
6/5/2012,5.57,5.68,5.51,5.58,5.58,3154500.00
6/6/2012,5.64,5.89,5.63,5.84,5.84,4549500.00
6/7/2012,5.96,5.97,5.77,5.79,5.79,2460500.00
6/8/2012,5.77,6.04,5.63,6.02,6.02,4405500.00
6/11/2012,6.06,6.20,5.79,5.82,5.82,3180000.00
6/12/2012,5.85,5.97,5.76,5.93,5.93,2845000.00
6/13/2012,5.91,6.13,5.89,5.95,5.95,4220500.00
6/14/2012,6.04,6.13,5.72,5.88,5.88,4361000.00
6/15/2012,5.88,5.99,5.76,5.98,5.98,3234000.00
6/18/2012,5.99,6.47,5.90,6.37,6.37,6284000.00
6/19/2012,6.40,6.53,6.30,6.42,6.42,4555500.00
6/20/2012,6.70,6.90,6.64,6.76,6.76,17112000.00
6/21/2012,6.85,6.86,6.37,6.44,6.44,9459500.00
6/22/2012,6.52,6.80,6.49,6.76,6.76,15233000.00
6/25/2012,6.79,6.82,6.55,6.62,6.62,7492500.00
6/26/2012,6.41,6.47,6.28,6.32,6.32,13069500.00
6/27/2012,6.38,6.49,6.31,6.39,6.39,5236000.00
6/28/2012,6.38,6.42,6.12,6.28,6.28,4570500.00
6/29/2012,6.56,6.56,6.20,6.26,6.26,5629000.00
7/2/2012,6.27,6.36,6.04,6.08,6.08,6578000.00
7/3/2012,6.12,6.20,6.08,6.13,6.13,4735000.00
7/5/2012,6.16,6.33,6.16,6.25,6.25,6269000.00
7/6/2012,6.20,6.35,6.16,6.20,6.20,3922500.00
7/9/2012,6.19,6.37,6.13,6.30,6.30,4552500.00
7/10/2012,6.31,6.50,6.18,6.25,6.25,3792000.00
7/11/2012,6.31,6.34,6.20,6.30,6.30,3193000.00
7/12/2012,6.26,6.60,6.16,6.54,6.54,5628500.00
7/13/2012,6.59,6.88,6.57,6.85,6.85,6524000.00
7/16/2012,6.86,7.20,6.78,7.19,7.19,8720000.00
7/17/2012,7.00,7.04,6.48,6.67,6.67,12846500.00
7/18/2012,6.28,6.73,6.21,6.43,6.43,14409500.00
7/19/2012,6.54,6.63,6.41,6.45,6.45,7179500.00
7/20/2012,6.41,6.45,6.25,6.36,6.36,7842500.00
7/23/2012,6.21,6.26,6.12,6.13,6.13,6934000.00
7/24/2012,6.13,6.21,5.92,5.97,5.97,7501500.00
7/25/2012,5.98,6.00,5.75,5.79,5.79,14211000.00
7/26/2012,5.98,6.00,5.53,5.63,5.63,11311500.00
7/27/2012,5.74,5.93,5.62,5.90,5.90,8365000.00
7/30/2012,5.90,6.05,5.44,5.47,5.47,10326000.00
7/31/2012,5.51,5.59,5.47,5.48,5.48,7875500.00
8/1/2012,5.60,5.60,5.21,5.25,5.25,7961500.00
8/2/2012,5.37,5.37,5.10,5.22,5.22,6525500.00
8/3/2012,5.38,5.51,5.35,5.45,5.45,6047500.00
8/6/2012,5.51,5.74,5.51,5.65,5.65,7641000.00
8/7/2012,5.75,6.18,5.70,6.05,6.05,11936000.00
8/8/2012,5.98,6.00,5.72,5.82,5.82,6544500.00
8/9/2012,5.90,6.00,5.83,5.88,5.88,3363000.00
8/10/2012,5.86,5.99,5.86,5.99,5.99,3537000.00
8/13/2012,5.94,6.26,5.82,6.23,6.23,4350500.00
8/14/2012,6.15,6.23,5.85,5.88,5.88,3967000.00
8/15/2012,5.88,5.94,5.76,5.88,5.88,2627000.00
8/16/2012,5.91,6.08,5.90,6.06,6.06,3345000.00
8/17/2012,6.06,6.14,6.00,6.00,6.00,2541000.00
8/20/2012,6.03,6.08,5.82,5.90,5.90,5895500.00
8/21/2012,5.92,6.00,5.80,5.82,5.82,3808000.00
8/22/2012,5.80,6.01,5.80,5.99,5.99,3877500.00
8/23/2012,6.00,6.17,5.93,6.15,6.15,7355000.00
8/24/2012,6.01,6.05,5.88,5.90,5.90,7147000.00
8/27/2012,5.91,5.94,5.63,5.66,5.66,6752000.00
8/28/2012,5.68,5.88,5.60,5.74,5.74,7013500.00
8/29/2012,5.70,5.73,5.60,5.68,5.68,4194500.00
8/30/2012,5.72,5.75,5.62,5.68,5.68,3282000.00
8/31/2012,5.72,5.77,5.64,5.70,5.70,2699000.00
9/4/2012,5.70,5.80,5.58,5.63,5.63,3762500.00
9/5/2012,5.60,5.70,5.56,5.59,5.59,3196500.00
9/6/2012,5.60,5.78,5.58,5.71,5.71,4208500.00
9/7/2012,5.71,5.91,5.70,5.87,5.87,4766000.00
9/10/2012,5.84,5.87,5.46,5.47,5.47,7416500.00
9/11/2012,5.55,5.63,5.48,5.56,5.56,5074500.00
9/12/2012,5.58,5.72,5.56,5.66,5.66,5726000.00
9/13/2012,5.71,5.90,5.70,5.90,5.90,7423500.00
9/14/2012,6.00,6.13,5.93,6.08,6.08,7683000.00
9/17/2012,6.47,6.56,6.30,6.51,6.51,16064000.00
9/18/2012,6.38,6.38,6.14,6.27,6.27,8942500.00
9/19/2012,6.20,6.35,6.19,6.21,6.21,5242500.00
9/20/2012,6.19,6.30,6.14,6.18,6.18,4562000.00
9/21/2012,6.22,6.30,5.91,6.00,6.00,9350000.00
9/24/2012,5.90,6.21,5.88,6.13,6.13,6509500.00
9/25/2012,5.72,5.90,5.51,5.53,5.53,28402000.00
9/26/2012,5.53,5.68,5.50,5.51,5.51,7636000.00
9/27/2012,5.56,5.71,5.52,5.70,5.70,8793000.00
9/28/2012,5.75,5.98,5.72,5.86,5.86,21717000.00
10/1/2012,5.90,5.98,5.80,5.83,5.83,4422000.00
10/2/2012,5.86,5.98,5.80,5.96,5.96,3645000.00
10/3/2012,5.95,5.99,5.85,5.86,5.86,5264000.00
10/4/2012,6.00,6.02,5.73,5.88,5.88,7706500.00
10/5/2012,5.94,5.96,5.74,5.78,5.78,4693000.00
10/8/2012,5.77,5.88,5.72,5.85,5.85,4448500.00
10/9/2012,5.82,5.82,5.65,5.67,5.67,5965000.00
10/10/2012,5.68,5.74,5.60,5.68,5.68,2518000.00
10/11/2012,5.79,5.80,5.65,5.66,5.66,2253000.00
10/12/2012,5.66,5.75,5.50,5.53,5.53,4938000.00
10/15/2012,5.60,5.61,5.37,5.47,5.47,7343500.00
10/16/2012,5.53,5.62,5.47,5.61,5.61,2396500.00
10/17/2012,5.65,5.77,5.56,5.76,5.76,3340000.00
10/18/2012,5.80,5.80,5.56,5.61,5.61,3705000.00
10/19/2012,5.57,5.64,5.46,5.55,5.55,5137000.00
10/22/2012,5.60,5.60,5.47,5.57,5.57,2351000.00
10/23/2012,5.48,5.71,5.47,5.68,5.68,3745000.00
10/24/2012,5.70,5.70,5.45,5.48,5.48,5082000.00
10/25/2012,5.56,5.56,5.49,5.50,5.50,2888500.00
10/26/2012,5.51,5.56,5.40,5.48,5.48,2387000.00
10/31/2012,5.54,5.67,5.47,5.63,5.63,3876000.00
11/1/2012,5.65,5.90,5.64,5.85,5.85,5120500.00
11/2/2012,5.85,5.91,5.71,5.78,5.78,5151500.00
11/5/2012,5.96,6.32,5.87,6.30,6.30,10244500.00
11/6/2012,6.12,6.24,5.99,6.23,6.23,11620000.00
11/7/2012,6.20,6.41,6.16,6.31,6.31,8572500.00
11/8/2012,6.20,6.38,6.19,6.26,6.26,6370000.00
11/9/2012,6.12,6.19,5.97,6.06,6.06,4315000.00
11/12/2012,6.06,6.28,6.03,6.21,6.21,2779500.00
11/13/2012,6.26,6.40,6.14,6.32,6.32,4991500.00
11/14/2012,6.39,6.42,6.24,6.28,6.28,4356500.00
11/15/2012,6.26,6.29,6.10,6.16,6.16,4920000.00
11/16/2012,6.23,6.40,6.12,6.37,6.37,4543500.00
11/19/2012,6.41,6.65,6.37,6.58,6.58,6962000.00
11/20/2012,6.56,6.62,6.38,6.60,6.60,4612500.00
11/21/2012,6.52,6.69,6.46,6.49,6.49,4816000.00
11/23/2012,6.52,6.57,6.34,6.43,6.43,2151500.00
11/26/2012,6.42,6.46,6.32,6.45,6.45,2479000.00
11/27/2012,6.43,6.53,6.30,6.43,6.43,4554000.00
11/28/2012,6.40,6.86,6.38,6.65,6.65,7626000.00
11/29/2012,6.69,6.80,6.57,6.74,6.74,5517000.00
11/30/2012,6.73,6.86,6.60,6.76,6.76,7101500.00
12/3/2012,6.78,7.00,6.70,6.92,6.92,10428500.00
12/4/2012,6.82,6.96,6.71,6.78,6.78,6316500.00
12/5/2012,6.76,6.84,6.72,6.74,6.74,3307500.00
12/6/2012,6.76,6.96,6.70,6.78,6.78,3302000.00
12/7/2012,6.86,6.90,6.77,6.83,6.83,3322000.00
12/10/2012,6.89,6.96,6.84,6.91,6.91,4649000.00
12/11/2012,6.92,7.10,6.89,7.06,7.06,7863000.00
12/12/2012,7.04,7.16,6.99,7.05,7.05,10319000.00
12/13/2012,7.05,7.06,6.55,6.72,6.72,10756500.00
12/14/2012,6.76,6.88,6.72,6.76,6.76,5115000.00
12/17/2012,6.75,6.90,6.75,6.88,6.88,4124500.00
12/18/2012,6.85,7.01,6.85,6.92,6.92,7769500.00
12/19/2012,6.95,7.05,6.90,6.92,6.92,6494000.00
12/20/2012,6.90,6.96,6.81,6.89,6.89,4606000.00
12/21/2012,6.79,6.83,6.72,6.80,6.80,7462000.00
12/24/2012,6.73,6.87,6.71,6.86,6.86,1879000.00
12/26/2012,6.79,6.90,6.70,6.72,6.72,3007000.00
12/27/2012,6.70,6.78,6.60,6.74,6.74,2805500.00
12/28/2012,6.68,6.73,6.60,6.64,6.64,2070500.00
12/31/2012,6.60,6.79,6.60,6.77,6.77,2974500.00
1/2/2013,7.00,7.09,6.94,7.07,7.07,5974000.00
1/3/2013,7.04,7.09,6.95,6.95,6.95,3710000.00
1/4/2013,6.96,6.96,6.78,6.88,6.88,3370000.00
1/7/2013,6.96,6.96,6.78,6.87,6.87,2210000.00
1/8/2013,6.90,6.90,6.62,6.74,6.74,6420000.00
1/9/2013,6.80,6.84,6.68,6.73,6.73,3490000.00
1/10/2013,6.77,6.80,6.68,6.71,6.71,4612500.00
1/11/2013,6.81,6.81,6.42,6.58,6.58,7816000.00
1/14/2013,6.62,6.68,6.57,6.65,6.65,4625500.00
1/15/2013,6.62,6.85,6.62,6.78,6.78,8121000.00
1/16/2013,6.77,6.85,6.75,6.82,6.82,6891000.00
1/17/2013,6.83,6.97,6.78,6.88,6.88,7183500.00
1/18/2013,6.95,6.96,6.76,6.90,6.90,17775500.00
1/22/2013,6.91,7.11,6.85,7.04,7.04,9601000.00
1/23/2013,7.00,7.25,6.99,7.20,7.20,7821500.00
1/24/2013,7.20,7.54,7.17,7.40,7.40,9852000.00
1/25/2013,7.40,7.51,7.36,7.40,7.40,6439000.00
1/28/2013,7.37,7.74,7.37,7.61,7.61,9930000.00
1/29/2013,7.62,7.69,7.43,7.59,7.59,7133000.00
1/30/2013,7.57,7.60,7.49,7.50,7.50,4840500.00
1/31/2013,7.57,7.57,7.39,7.50,7.50,4507000.00
2/1/2013,7.63,7.70,7.52,7.66,7.66,5503000.00
2/4/2013,7.68,7.68,7.52,7.55,7.55,5640000.00
2/5/2013,7.60,7.73,7.54,7.63,7.63,6551000.00
2/6/2013,7.64,7.88,7.58,7.83,7.83,9466000.00
2/7/2013,7.84,7.94,7.79,7.90,7.90,5983000.00
2/8/2013,7.89,8.00,7.83,7.85,7.85,5699000.00
2/11/2013,7.60,7.83,7.50,7.68,7.68,16331500.00
2/12/2013,7.69,7.77,7.46,7.58,7.58,11306500.00
2/13/2013,7.66,7.80,7.61,7.69,7.69,4834000.00
2/14/2013,7.73,7.75,7.64,7.65,7.65,4953500.00
2/15/2013,7.70,7.70,7.39,7.41,7.41,10088000.00
2/19/2013,7.47,7.86,7.46,7.86,7.86,13507000.00
2/20/2013,7.86,7.93,7.69,7.71,7.71,15610000.00
2/21/2013,7.30,7.48,6.91,7.03,7.03,45189000.00
2/22/2013,7.14,7.28,7.12,7.22,7.22,12736500.00
2/25/2013,7.23,7.35,6.87,6.88,6.88,14447000.00
2/26/2013,6.89,6.99,6.76,6.89,6.89,13814500.00
2/27/2013,6.88,7.08,6.88,7.02,7.02,9796000.00
2/28/2013,7.18,7.22,6.87,6.97,6.97,9824500.00
3/1/2013,7.00,7.02,6.85,6.93,6.93,7733000.00
3/4/2013,6.95,7.17,6.94,7.12,7.12,8788500.00
3/5/2013,7.20,7.38,7.16,7.33,7.33,10435000.00
3/6/2013,7.40,7.58,7.39,7.54,7.54,5750000.00
3/7/2013,7.55,7.73,7.38,7.65,7.65,5791500.00
3/8/2013,7.61,7.89,7.47,7.69,7.69,4560500.00
3/11/2013,7.77,7.89,7.73,7.82,7.82,7897500.00
3/12/2013,7.78,7.88,7.77,7.82,7.82,6375500.00
3/13/2013,7.80,7.90,7.76,7.80,7.80,4110000.00
3/14/2013,7.78,7.78,7.35,7.37,7.37,10105000.00
3/15/2013,7.33,7.33,7.04,7.06,7.06,16398000.00
3/18/2013,7.06,7.21,6.98,7.03,7.03,6580500.00
3/19/2013,7.05,7.12,6.99,7.02,7.02,5492500.00
3/20/2013,7.05,7.21,7.03,7.19,7.19,7115000.00
3/21/2013,7.19,7.41,7.15,7.20,7.20,5731500.00
3/22/2013,7.24,7.36,7.24,7.32,7.32,2201000.00
3/25/2013,7.42,7.70,7.35,7.51,7.51,11894000.00
3/26/2013,7.60,7.64,7.53,7.57,7.57,9041000.00
3/27/2013,7.59,7.68,7.46,7.63,7.63,6481500.00
3/28/2013,7.65,7.65,7.55,7.58,7.58,5793500.00
4/1/2013,8.47,9.34,8.34,8.79,8.79,70492500.00
4/2/2013,8.72,9.10,8.70,8.87,8.87,33262000.00
4/3/2013,8.62,8.69,8.04,8.22,8.22,28218000.00
4/4/2013,8.22,8.45,8.16,8.40,8.40,11324000.00
4/5/2013,8.40,8.40,8.10,8.27,8.27,7762000.00
4/8/2013,8.39,8.51,8.30,8.37,8.37,8395000.00
4/9/2013,8.36,8.37,8.07,8.10,8.10,8480500.00
4/10/2013,8.14,8.40,8.12,8.37,8.37,10605500.00
4/11/2013,8.41,8.91,8.35,8.72,8.72,17237000.00
4/12/2013,8.65,9.03,8.61,8.75,8.75,15747000.00
4/15/2013,8.70,8.76,8.50,8.66,8.66,8407000.00
4/16/2013,8.84,9.23,8.78,9.12,9.12,15902000.00
4/17/2013,9.10,9.19,8.91,9.09,9.09,10592500.00
4/18/2013,9.20,9.52,9.08,9.39,9.39,16839500.00
4/19/2013,9.49,9.98,9.41,9.57,9.57,15058500.00
4/22/2013,9.72,10.04,9.55,10.04,10.04,19697000.00
4/23/2013,10.20,10.58,10.13,10.20,10.20,18669000.00
4/24/2013,10.18,10.21,9.80,10.09,10.09,13150000.00
4/25/2013,10.10,10.48,10.10,10.40,10.40,13979500.00
4/26/2013,10.63,10.75,10.12,10.24,10.24,18110500.00
4/29/2013,10.35,11.00,10.24,10.99,10.99,18198500.00
4/30/2013,11.20,11.64,10.75,10.80,10.80,27613000.00
5/1/2013,11.20,11.20,10.60,10.66,10.66,13714000.00
5/2/2013,10.77,11.05,10.74,10.82,10.82,15252000.00
5/3/2013,11.29,11.29,10.90,10.91,10.91,16893500.00
5/6/2013,11.28,11.93,11.10,11.90,11.90,21833500.00
5/7/2013,12.40,12.47,11.02,11.10,11.10,49955000.00
5/8/2013,11.50,11.64,11.14,11.16,11.16,33849500.00
5/9/2013,14.02,15.15,12.74,13.88,13.88,143025000.00
5/10/2013,13.93,16.20,13.85,15.35,15.35,125413000.00
5/13/2013,16.20,17.60,15.83,17.56,17.56,112084500.00
5/14/2013,18.84,19.42,16.23,16.65,16.65,185819500.00
5/15/2013,16.36,17.38,15.62,16.97,16.97,84393500.00
5/16/2013,18.94,19.00,17.73,18.45,18.45,108070000.00
5/17/2013,18.50,18.89,17.50,18.30,18.30,95011000.00
5/20/2013,18.22,18.50,17.73,17.99,17.99,41742000.00
5/21/2013,17.70,18.00,17.06,17.52,17.52,44991000.00
5/22/2013,17.27,18.19,17.10,17.45,17.45,42840000.00
5/23/2013,16.96,18.60,16.61,18.55,18.55,60111000.00
5/24/2013,18.52,19.59,18.40,19.42,19.42,80621000.00
5/28/2013,20.31,22.15,20.06,22.07,22.07,98459500.00
5/29/2013,22.71,22.98,19.80,20.93,20.93,125497500.00
5/30/2013,20.49,21.91,20.24,20.99,20.99,80668500.00
5/31/2013,21.25,21.29,19.55,19.55,19.55,75860000.00
6/3/2013,19.52,19.52,17.65,18.52,18.52,95698000.00
6/4/2013,18.55,19.28,18.48,18.97,18.97,44280500.00
6/5/2013,18.73,19.59,17.82,19.07,19.07,61124000.00
6/6/2013,19.05,19.85,19.02,19.47,19.47,47554500.00
6/7/2013,19.60,20.58,19.34,20.41,20.41,53558000.00
6/10/2013,19.79,20.50,19.71,20.01,20.01,46143000.00
6/11/2013,19.64,19.74,18.81,18.89,18.89,36970000.00
6/12/2013,19.36,20.10,19.15,19.55,19.55,45963500.00
6/13/2013,19.80,19.86,19.02,19.64,19.64,29808000.00
6/14/2013,20.00,20.50,19.87,20.06,20.06,32823500.00
6/17/2013,20.72,20.95,20.24,20.44,20.44,35331000.00
6/18/2013,20.35,20.80,19.84,20.68,20.68,43976500.00
6/19/2013,20.41,21.33,20.40,20.94,20.94,42894500.00
6/20/2013,20.93,21.43,19.89,20.13,20.13,50532500.00
6/21/2013,20.74,20.74,19.50,19.91,19.91,58593000.00
6/24/2013,19.30,20.57,19.06,20.30,20.30,35599000.00
6/25/2013,20.62,20.84,20.11,20.48,20.48,29243500.00
6/26/2013,20.76,21.17,20.53,21.14,21.14,33013000.00
6/27/2013,21.35,22.05,21.23,21.85,21.85,43724500.00
6/28/2013,21.71,21.89,21.34,21.47,21.47,28743000.00
7/1/2013,21.87,23.55,21.83,23.44,23.44,54518000.00
7/2/2013,23.65,24.38,23.10,23.56,23.56,60320500.00
7/3/2013,23.60,23.85,22.85,23.05,23.05,24033500.00
7/5/2013,23.66,24.06,23.14,24.02,24.02,34093500.00
7/8/2013,24.27,24.44,23.76,24.32,24.32,39071000.00
7/9/2013,24.93,25.06,24.38,24.69,24.69,43016500.00
7/10/2013,24.64,24.65,24.16,24.45,24.45,28000500.00
7/11/2013,24.98,25.22,24.47,25.12,25.12,37418000.00
7/12/2013,25.10,25.99,24.90,25.98,25.98,56720000.00
7/15/2013,26.61,26.65,25.36,25.45,25.45,49612000.00
7/16/2013,25.26,25.26,21.46,21.81,21.81,161859500.00
7/17/2013,21.30,24.32,20.90,24.05,24.05,130145000.00
7/18/2013,24.19,24.55,23.24,23.81,23.81,56990500.00
7/19/2013,23.70,24.11,23.30,23.94,23.94,29451500.00
7/22/2013,23.98,25.34,23.98,24.49,24.49,48989000.00
7/23/2013,24.80,25.11,24.36,24.55,24.55,38682000.00
7/24/2013,24.89,24.90,23.91,24.34,24.34,34345000.00
7/25/2013,24.08,24.95,24.04,24.81,24.81,26421500.00
7/26/2013,25.63,26.14,25.32,25.88,25.88,48165500.00
7/29/2013,25.86,27.07,25.65,26.92,26.92,48394500.00
7/30/2013,26.96,27.50,25.64,26.35,26.35,65635000.00
7/31/2013,26.51,26.99,26.29,26.86,26.86,31758500.00
8/1/2013,27.00,27.30,26.53,27.11,27.11,26618000.00
8/2/2013,26.92,27.65,26.72,27.60,27.60,31349500.00
8/5/2013,28.00,28.98,27.93,28.94,28.94,51003500.00
8/6/2013,28.95,29.15,28.22,28.43,28.43,46272500.00
8/7/2013,28.38,28.39,26.47,26.85,26.85,91061000.00
8/8/2013,30.87,31.78,30.09,30.70,30.70,136234000.00
8/9/2013,30.48,31.19,30.25,30.60,30.60,44638500.00
8/12/2013,29.89,30.10,28.41,29.48,29.48,74561000.00
8/13/2013,29.90,29.97,28.89,29.09,29.09,43744500.00
8/14/2013,28.54,28.97,27.61,27.87,27.87,58469000.00
8/15/2013,27.29,28.72,27.00,27.93,27.93,50896000.00
8/16/2013,28.33,28.78,28.19,28.40,28.40,35540500.00
8/19/2013,28.69,29.48,28.57,28.98,28.98,40188500.00
8/20/2013,29.73,29.96,29.40,29.92,29.92,32091000.00
8/21/2013,30.00,30.06,29.25,29.57,29.57,31331500.00
8/22/2013,29.84,31.50,29.63,31.42,31.42,52962000.00
8/23/2013,31.40,32.46,31.00,32.37,32.37,64659500.00
8/26/2013,33.03,34.60,32.05,32.84,32.84,120855500.00
8/27/2013,32.46,33.76,32.19,33.40,33.40,87834500.00
8/28/2013,33.81,34.30,32.65,33.29,33.29,73700500.00
8/29/2013,32.84,33.55,32.50,33.21,33.21,47180000.00
8/30/2013,33.27,33.84,32.79,33.80,33.80,55142000.00
9/3/2013,34.68,34.74,33.28,33.79,33.79,60305500.00
9/4/2013,33.95,34.32,33.11,34.12,34.12,57378500.00
9/5/2013,34.02,34.30,33.65,33.99,33.99,33426500.00
9/6/2013,33.71,33.94,33.03,33.39,33.39,43098500.00
9/9/2013,32.62,32.90,31.70,32.14,32.14,71722500.00
9/10/2013,32.29,33.50,32.13,33.27,33.27,44839000.00
9/11/2013,33.28,33.58,32.43,32.70,32.70,29162500.00
9/12/2013,32.80,33.35,32.10,32.99,32.99,30800000.00
9/13/2013,32.55,33.27,32.43,33.11,33.11,27006000.00
9/16/2013,33.60,34.17,33.17,33.32,33.32,37874500.00
9/17/2013,33.02,33.68,32.67,33.25,33.25,27484500.00
9/18/2013,33.41,33.49,32.84,33.24,33.24,27198500.00
9/19/2013,34.16,36.09,33.82,35.58,35.58,77973000.00
9/20/2013,35.78,37.17,35.71,36.68,36.68,67008500.00
9/23/2013,36.90,37.10,35.42,36.22,36.22,40867000.00
9/24/2013,35.83,36.99,35.53,36.47,36.47,31367000.00
9/25/2013,36.71,37.26,36.10,37.05,37.05,41263500.00
9/26/2013,37.34,37.94,37.12,37.73,37.73,33072000.00
9/27/2013,37.50,38.26,37.29,38.18,38.18,29582000.00
9/30/2013,37.80,38.90,37.60,38.67,38.67,44623500.00
10/1/2013,38.79,38.85,37.67,38.60,38.60,38779500.00
10/2/2013,37.72,38.37,35.08,36.19,36.19,103877000.00
10/3/2013,35.01,35.94,33.60,34.66,34.66,119082500.00
10/4/2013,35.28,36.24,34.53,36.20,36.20,72070000.00
10/7/2013,36.49,37.35,36.05,36.61,36.61,57428000.00
10/8/2013,36.88,37.19,34.64,34.95,34.95,68786000.00
10/9/2013,34.95,35.00,32.30,33.76,33.76,76582500.00
10/10/2013,34.62,35.15,33.94,34.59,34.59,44419500.00
10/11/2013,34.55,35.86,34.24,35.74,35.74,41555500.00
10/14/2013,35.00,36.50,34.83,35.94,35.94,38848000.00
10/15/2013,37.06,37.76,36.64,36.79,36.79,54892500.00
10/16/2013,36.98,37.46,36.42,36.71,36.71,41027000.00
10/17/2013,36.71,36.96,36.20,36.56,36.56,33525000.00
10/18/2013,36.83,37.19,36.50,36.68,36.68,29654000.00
10/21/2013,36.66,36.68,34.20,34.52,34.52,57660500.00
10/22/2013,34.10,35.56,33.22,34.31,34.31,56933500.00
10/23/2013,33.78,34.36,32.03,32.90,32.90,66602000.00
10/24/2013,33.00,34.90,32.57,34.63,34.63,54128500.00
10/25/2013,34.84,34.90,33.36,33.93,33.93,37977500.00
10/28/2013,34.04,34.10,32.44,32.57,32.57,39208500.00
